gene_id,gene_name
ENSG00000167904.15,TMEM68
ENSG00000167910.4,CYP7A1
ENSG00000167914.12,GSDMA
ENSG00000167916.5,KRT24
ENSG00000167925.16,GHDC
ENSG00000167930.17,FAM234A
ENSG00000167941.3,SOST
ENSG00000167962.14,ZNF598
ENSG00000167964.13,RAB26
ENSG00000167965.18,MLST8
ENSG00000167967.16,E4F1
ENSG00000167968.13,DNASE1L2
ENSG00000167969.13,ECI1
ENSG00000167971.16,CASKIN1
ENSG00000167972.14,ABCA3
ENSG00000167977.9,KCTD5
ENSG00000167978.17,SRRM2
ENSG00000167981.7,ZNF597
ENSG00000167984.18,NLRC3
ENSG00000167985.7,SDHAF2
ENSG00000167986.14,DDB1
ENSG00000167987.11,VPS37C
ENSG00000167992.13,VWCE
ENSG00000167994.13,RAB3IL1
ENSG00000167995.17,BEST1
ENSG00000167996.16,FTH1
ENSG00000168000.14,BSCL2
ENSG00000168002.12,POLR2G
ENSG00000168003.17,SLC3A2
ENSG00000168004.10,PLAAT5
ENSG00000168005.9,SPINDOC
ENSG00000168010.11,ATG16L2
ENSG00000168014.17,C2CD3
ENSG00000168016.15,TRANK1
ENSG00000168026.18,TTC21A
ENSG00000168028.14,RPSA
ENSG00000168032.10,ENTPD3
ENSG00000168036.18,CTNNB1
ENSG00000168038.11,ULK4
ENSG00000168040.5,FADD
ENSG00000168056.17,LTBP3
ENSG00000168060.16,NAALADL1
ENSG00000168061.17,SAC3D1
ENSG00000168062.10,BATF2
ENSG00000168065.16,SLC22A11
ENSG00000168066.20,SF1
ENSG00000168067.12,MAP4K2
ENSG00000168070.12,MAJIN
ENSG00000168071.22,CCDC88B
ENSG00000168077.14,SCARA3
ENSG00000168078.10,PBK
ENSG00000168079.17,SCARA5
ENSG00000168081.9,PNOC
ENSG00000168090.10,COPS6
ENSG00000168092.14,PAFAH1B2
ENSG00000168096.15,ANKS3
ENSG00000168101.14,NUDT16L1
ENSG00000168116.14,KIAA1586
ENSG00000168118.12,RAB4A
ENSG00000168124.2,OR1F1
ENSG00000168131.4,OR2B2
ENSG00000168135.4,KCNJ4
ENSG00000168137.18,SETD5
ENSG00000168140.5,VASN
ENSG00000168143.9,FAM83B
ENSG00000168148.4,H3-4
ENSG00000168152.13,THAP9
ENSG00000168158.4,OR2C1
ENSG00000168159.14,RNF187
ENSG00000168172.9,HOOK3
ENSG00000168175.15,MAPK1IP1L
ENSG00000168209.5,DDIT4
ENSG00000168214.20,RBPJ
ENSG00000168216.13,LMBRD1
ENSG00000168228.15,ZCCHC4
ENSG00000168229.4,PTGDR
ENSG00000168234.13,TTC39C
ENSG00000168237.18,GLYCTK
ENSG00000168243.11,GNG4
ENSG00000168246.6,UBTD2
ENSG00000168255.20,POLR2J3
ENSG00000168256.18,NKIRAS2
ENSG00000168259.17,DNAJC7
ENSG00000168263.9,KCNV2
ENSG00000168264.10,IRF2BP2
ENSG00000168267.7,PTF1A
ENSG00000168268.11,NT5DC2
ENSG00000168269.10,FOXI1
ENSG00000168273.8,SMIM4
ENSG00000168275.16,COA6
ENSG00000168280.18,KIF5C
ENSG00000168282.6,MGAT2
ENSG00000168283.14,BMI1
ENSG00000168286.3,THAP11
ENSG00000168288.13,MMADHC
ENSG00000168291.13,PDHB
ENSG00000168297.16,PXK
ENSG00000168298.7,H1-4
ENSG00000168300.14,PCMTD1
ENSG00000168301.13,KCTD6
ENSG00000168303.9,MPLKIP
ENSG00000168306.13,ACOX2
ENSG00000168309.18,FAM107A
ENSG00000168310.11,IRF2
ENSG00000168314.17,MOBP
ENSG00000168329.14,CX3CR1
ENSG00000168333.14,PPDPFL
ENSG00000168334.9,XIRP1
ENSG00000168348.4,INSM2
ENSG00000168350.8,DEGS2
ENSG00000168356.13,SCN11A
ENSG00000168374.11,ARF4
ENSG00000168385.18,SEPTIN2
ENSG00000168386.18,FILIP1L
ENSG00000168389.18,MFSD2A
ENSG00000168393.13,DTYMK
ENSG00000168394.11,TAP1
ENSG00000168395.16,ING5
ENSG00000168397.17,ATG4B
ENSG00000168398.7,BDKRB2
ENSG00000168404.13,MLKL
ENSG00000168411.14,RFWD3
ENSG00000168412.6,MTNR1A
ENSG00000168418.7,KCNG4
ENSG00000168421.13,RHOH
ENSG00000168427.9,KLHL30
ENSG00000168434.13,COG7
ENSG00000168438.15,CDC40
ENSG00000168439.17,STIP1
ENSG00000168447.11,SCNN1B
ENSG00000168453.15,HR
ENSG00000168454.12,TXNDC2
ENSG00000168461.13,RAB31
ENSG00000168476.12,REEP4
ENSG00000168477.19,TNXB
ENSG00000168481.9,LGI3
ENSG00000168484.12,SFTPC
ENSG00000168487.20,BMP1
ENSG00000168488.18,ATXN2L
ENSG00000168490.14,PHYHIP
ENSG00000168491.10,CCDC110
ENSG00000168495.13,POLR3D
ENSG00000168496.4,FEN1
ENSG00000168497.5,CAVIN2
ENSG00000168502.17,MTCL1
ENSG00000168505.7,GBX2
ENSG00000168509.20,HJV
ENSG00000168515.3,SCGB1D1
ENSG00000168517.10,HEXIM2
ENSG00000168522.13,FNTA
ENSG00000168528.12,SERINC2
ENSG00000168530.16,MYL1
ENSG00000168538.16,TRAPPC11
ENSG00000168539.4,CHRM1
ENSG00000168542.16,COL3A1
ENSG00000168546.11,GFRA2
ENSG00000168556.7,ING2
ENSG00000168564.6,CDKN2AIP
ENSG00000168566.13,SNRNP48
ENSG00000168569.8,TMEM223
ENSG00000168575.10,SLC20A2
ENSG00000168582.5,CRYGA
ENSG00000168589.15,DYNLRB2
ENSG00000168591.16,TMUB2
ENSG00000168594.15,ADAM29
ENSG00000168610.16,STAT3
ENSG00000168612.4,ZSWIM1
ENSG00000168615.13,ADAM9
ENSG00000168619.16,ADAM18
ENSG00000168621.15,GDNF
ENSG00000168631.13,MUCL3
ENSG00000168634.5,WFDC13
ENSG00000168646.13,AXIN2
ENSG00000168653.11,NDUFS5
ENSG00000168658.19,VWA3B
ENSG00000168661.15,ZNF30
ENSG00000168671.10,UGT3A2
ENSG00000168672.4,LRATD2
ENSG00000168675.19,LDLRAD4
ENSG00000168676.11,KCTD19
ENSG00000168679.18,SLC16A4
ENSG00000168685.15,IL7R
ENSG00000168701.19,TMEM208
ENSG00000168702.18,LRP1B
ENSG00000168703.5,WFDC12
ENSG00000168710.18,AHCYL1
ENSG00000168724.17,DNAJC21
ENSG00000168734.14,PKIG
ENSG00000168743.13,NPNT
ENSG00000168748.14,CA7
ENSG00000168754.15,FAM178B
ENSG00000168757.12,TSPY2
ENSG00000168758.11,SEMA4C
ENSG00000168763.16,CNNM3
ENSG00000168765.17,GSTM4
ENSG00000168769.14,TET2
ENSG00000168772.11,CXXC4
ENSG00000168778.12,TCTN2
ENSG00000168779.20,SHOX2
ENSG00000168781.22,PPIP5K1
ENSG00000168785.8,TSPAN5
ENSG00000168792.5,ABHD15
ENSG00000168795.5,ZBTB5
ENSG00000168802.14,CHTF8
ENSG00000168803.16,ADAL
ENSG00000168806.8,LCMT2
ENSG00000168807.16,SNTB2
ENSG00000168811.7,IL12A
ENSG00000168813.17,ZNF507
ENSG00000168818.10,STX18
ENSG00000168824.14,NSG1
ENSG00000168826.16,ZBTB49
ENSG00000168827.15,GFM1
ENSG00000168828.5,OR13J1
ENSG00000168830.8,HTR1E
ENSG00000168843.14,FSTL5
ENSG00000168872.17,DDX19A
ENSG00000168874.13,ATOH8
ENSG00000168875.3,SOX14
ENSG00000168876.9,ANKRD49
ENSG00000168878.19,SFTPB
ENSG00000168883.20,USP39
ENSG00000168884.15,TNIP2
ENSG00000168887.11,C2orf68
ENSG00000168890.14,TMEM150A
ENSG00000168894.10,RNF181
ENSG00000168899.5,VAMP5
ENSG00000168903.9,BTNL3
ENSG00000168904.15,LRRC28
ENSG00000168906.13,MAT2A
ENSG00000168907.13,PLA2G4F
ENSG00000168913.7,ENHO
ENSG00000168916.15,ZNF608
ENSG00000168917.9,SLC35G2
ENSG00000168918.14,INPP5D
ENSG00000168924.15,LETM1
ENSG00000168925.12,CTRB1
ENSG00000168928.13,CTRB2
ENSG00000168930.13,TRIM49
ENSG00000168936.11,TMEM129
ENSG00000168938.6,PPIC
ENSG00000168939.12,SPRY3
ENSG00000168944.17,CEP120
ENSG00000168952.15,STXBP6
ENSG00000168955.4,TM4SF20
ENSG00000168958.20,MFF
ENSG00000168959.14,GRM5
ENSG00000168961.17,LGALS9
ENSG00000168970.22,JMJD7-PLA2G4B
ENSG00000168993.15,CPLX1
ENSG00000168994.14,PXDC1
ENSG00000168995.13,SIGLEC7
ENSG00000169006.7,NTSR2
ENSG00000169016.17,E2F6
ENSG00000169018.6,FEM1B
ENSG00000169019.11,COMMD8
ENSG00000169020.10,ATP5ME
ENSG00000169021.6,UQCRFS1
ENSG00000169026.13,SLC49A3
ENSG00000169031.20,COL4A3
ENSG00000169032.10,MAP2K1
ENSG00000169035.12,KLK7
ENSG00000169045.17,HNRNPH1
ENSG00000169047.5,IRS1
ENSG00000169057.24,MECP2
ENSG00000169059.12,VCX3A
ENSG00000169062.15,UPF3A
ENSG00000169064.13,ZBBX
ENSG00000169067.4,ACTBL2
ENSG00000169071.15,ROR2
ENSG00000169083.18,AR
ENSG00000169084.15,DHRSX
ENSG00000169084.15_PAR_Y,DHRSX
ENSG00000169085.13,VXN
ENSG00000169087.11,HSPBAP1
ENSG00000169093.16,ASMTL
ENSG00000169093.16_PAR_Y,ASMTL
ENSG00000169100.14,SLC25A6
ENSG00000169100.14_PAR_Y,SLC25A6
ENSG00000169105.8,CHST14
ENSG00000169116.11,PARM1
ENSG00000169118.18,CSNK1G1
ENSG00000169122.11,FAM110B
ENSG00000169126.16,ARMC4
ENSG00000169129.15,AFAP1L2
ENSG00000169131.13,ZNF354A
ENSG00000169136.12,ATF5
ENSG00000169139.12,UBE2V2
ENSG00000169154.7,GOT1L1
ENSG00000169155.10,ZBTB43
ENSG00000169169.15,CPT1C
ENSG00000169174.11,PCSK9
ENSG00000169180.12,XPO6
ENSG00000169181.13,GSG1L
ENSG00000169184.6,MN1
ENSG00000169188.5,APEX2
ENSG00000169189.17,NSMCE1
ENSG00000169193.12,CCDC126
ENSG00000169194.9,IL13
ENSG00000169203.16,NPIPB12
ENSG00000169208.3,OR10G3
ENSG00000169213.7,RAB3B
ENSG00000169214.4,OR6F1
ENSG00000169217.9,CD2BP2
ENSG00000169218.14,RSPO1
ENSG00000169220.18,RGS14
ENSG00000169221.14,TBC1D10B
ENSG00000169223.15,LMAN2
ENSG00000169224.13,GCSAML
ENSG00000169228.14,RAB24
ENSG00000169230.10,PRELID1
ENSG00000169231.13,THBS3
ENSG00000169239.13,CA5B
ENSG00000169241.19,SLC50A1
ENSG00000169242.12,EFNA1
ENSG00000169245.6,CXCL10
ENSG00000169246.16,NPIPB3
ENSG00000169247.14,SH3TC2
ENSG00000169248.13,CXCL11
ENSG00000169249.13,ZRSR2
ENSG00000169251.13,NMD3
ENSG00000169252.6,ADRB2
ENSG00000169255.15,B3GALNT1
ENSG00000169258.7,GPRIN1
ENSG00000169271.3,HSPB3
ENSG00000169282.18,KCNAB1
ENSG00000169288.18,MRPL1
ENSG00000169291.10,SHE
ENSG00000169297.8,NR0B1
ENSG00000169299.14,PGM2
ENSG00000169302.16,STK32A
ENSG00000169306.10,IL1RAPL1
ENSG00000169313.10,P2RY12
ENSG00000169314.15,C22orf15
ENSG00000169327.5,OR5AU1
ENSG00000169330.9,MINAR1
ENSG00000169340.10,PDILT
ENSG00000169344.15,UMOD
ENSG00000169347.17,GP2
ENSG00000169359.16,SLC33A1
ENSG00000169371.14,SNUPN
ENSG00000169372.13,CRADD
ENSG00000169375.16,SIN3A
ENSG00000169379.16,ARL13B
ENSG00000169385.3,RNASE2
ENSG00000169393.9,ELSPBP1
ENSG00000169397.3,RNASE3
ENSG00000169398.19,PTK2
ENSG00000169402.15,RSPH10B2
ENSG00000169403.12,PTAFR
ENSG00000169410.10,PTPN9
ENSG00000169413.3,RNASE6
ENSG00000169418.10,NPR1
ENSG00000169427.8,KCNK9
ENSG00000169429.11,CXCL8
ENSG00000169432.18,SCN9A
ENSG00000169435.14,RASSF6
ENSG00000169436.17,COL22A1
ENSG00000169439.12,SDC2
ENSG00000169442.9,CD52
ENSG00000169446.5,MMGT1
ENSG00000169469.9,SPRR1B
ENSG00000169474.4,SPRR1A
ENSG00000169484.4,OR4K14
ENSG00000169488.6,OR4K15
ENSG00000169490.17,TM2D2
ENSG00000169495.5,HTRA4
ENSG00000169499.15,PLEKHA2
ENSG00000169504.15,CLIC4
ENSG00000169507.9,SLC38A11
ENSG00000169508.7,GPR183
ENSG00000169509.6,CRCT1
ENSG00000169515.8,CCDC8
ENSG00000169519.21,METTL15
ENSG00000169548.3,ZNF280A
ENSG00000169550.14,MUC15
ENSG00000169551.13,CT55
ENSG00000169554.22,ZEB2
ENSG00000169562.13,GJB1
ENSG00000169564.7,PCBP1
ENSG00000169567.13,HINT1
ENSG00000169570.10,DTWD2
ENSG00000169575.5,VPREB1
ENSG00000169583.13,CLIC3
ENSG00000169592.15,INO80E
ENSG00000169594.13,BNC1
ENSG00000169598.17,DFFB
ENSG00000169599.13,NFU1
ENSG00000169604.20,ANTXR1
ENSG00000169605.7,GKN1
ENSG00000169607.13,CKAP2L
ENSG00000169609.14,C15orf40
ENSG00000169612.4,RAMAC
ENSG00000169618.7,PROKR1
ENSG00000169621.10,APLF
ENSG00000169627.9,BOLA2B
ENSG00000169629.12,RGPD8
ENSG00000169635.10,HIC2
ENSG00000169641.13,LUZP1
ENSG00000169660.17,HEXD
ENSG00000169676.6,DRD5
ENSG00000169679.15,BUB1
ENSG00000169682.18,SPNS1
ENSG00000169683.8,LRRC45
ENSG00000169684.13,CHRNA5
ENSG00000169688.11,MT1B
ENSG00000169689.15,CENPX
ENSG00000169692.13,AGPAT2
ENSG00000169696.16,ASPSCR1
ENSG00000169704.5,GP9
ENSG00000169710.9,FASN
ENSG00000169714.17,CNBP
ENSG00000169715.15,MT1E
ENSG00000169717.7,ACTRT2
ENSG00000169718.18,DUS1L
ENSG00000169727.12,GPS1
ENSG00000169733.12,RFNG
ENSG00000169738.8,DCXR
ENSG00000169740.14,ZNF32
ENSG00000169744.13,LDB2
ENSG00000169750.9,RAC3
ENSG00000169752.17,NRG4
ENSG00000169756.16,LIMS1
ENSG00000169758.13,TMEM266
ENSG00000169760.17,NLGN1
ENSG00000169762.17,TAPT1
ENSG00000169763.15,PRYP3
ENSG00000169764.16,UGP2
ENSG00000169777.6,TAS2R1
ENSG00000169783.13,LINGO1
ENSG00000169789.10,PRY
ENSG00000169800.14,RBMY1F
ENSG00000169807.10,PRY2
ENSG00000169813.16,HNRNPF
ENSG00000169814.16,BTD
ENSG00000169826.8,CSGALNACT2
ENSG00000169836.5,TACR3
ENSG00000169840.5,GSX1
ENSG00000169851.15,PCDH7
ENSG00000169855.20,ROBO1
ENSG00000169856.9,ONECUT1
ENSG00000169857.9,AVEN
ENSG00000169860.7,P2RY1
ENSG00000169862.19,CTNND2
ENSG00000169871.13,TRIM56
ENSG00000169876.14,MUC17
ENSG00000169877.10,AHSP
ENSG00000169884.14,WNT10B
ENSG00000169885.10,CALML6
ENSG00000169891.18,REPS2
ENSG00000169894.18,MUC3A
ENSG00000169895.6,SYAP1
ENSG00000169896.18,ITGAM
ENSG00000169900.8,PYDC1
ENSG00000169902.15,TPST1
ENSG00000169903.7,TM4SF4
ENSG00000169905.13,TOR1AIP2
ENSG00000169906.5,S100G
ENSG00000169908.12,TM4SF1
ENSG00000169914.6,OTUD3
ENSG00000169918.10,OTUD7A
ENSG00000169919.17,GUSB
ENSG00000169925.17,BRD3
ENSG00000169926.11,KLF13
ENSG00000169933.16,FRMPD4
ENSG00000169946.14,ZFPM2
ENSG00000169951.10,ZNF764
ENSG00000169953.12,HSFY2
ENSG00000169955.7,ZNF747
ENSG00000169957.10,ZNF768
ENSG00000169962.5,TAS1R3
ENSG00000169964.8,TMEM42
ENSG00000169967.16,MAP3K2
ENSG00000169972.12,PUSL1
ENSG00000169976.7,SF3B5
ENSG00000169981.11,ZNF35
ENSG00000169989.3,TIGD4
ENSG00000169991.11,IFFO2
ENSG00000169992.10,NLGN2
ENSG00000169994.18,MYO7B
ENSG00000170004.17,CHD3
ENSG00000170006.12,TMEM154
ENSG00000170011.14,MYRIP
ENSG00000170017.12,ALCAM
ENSG00000170027.7,YWHAG
ENSG00000170035.16,UBE2E3
ENSG00000170037.14,CNTROB
ENSG00000170043.12,TRAPPC1
ENSG00000170044.8,ZPLD1
ENSG00000170049.9,KCNAB3
ENSG00000170054.16,SERPINA9
ENSG00000170074.19,FAM153A
ENSG00000170075.9,GPR37L1
ENSG00000170085.18,SIMC1
ENSG00000170088.14,TMEM192
ENSG00000170091.11,NSG2
ENSG00000170092.14,SPDYE5
ENSG00000170099.6,SERPINA6
ENSG00000170100.14,ZNF778
ENSG00000170113.16,NIPA1
ENSG00000170122.5,FOXD4
ENSG00000170128.5,GPR25
ENSG00000170142.12,UBE2E1
ENSG00000170144.21,HNRNPA3
ENSG00000170145.5,SIK2
ENSG00000170152.5,AL391987.1
ENSG00000170153.11,RNF150
ENSG00000170160.17,CCDC144A
ENSG00000170162.14,VGLL2
ENSG00000170166.6,HOXD4
ENSG00000170175.11,CHRNB1
ENSG00000170178.7,HOXD12
ENSG00000170180.22,GYPA
ENSG00000170185.10,USP38
ENSG00000170190.16,SLC16A5
ENSG00000170191.5,NANP
ENSG00000170209.5,ANKK1
ENSG00000170214.5,ADRA1B
ENSG00000170222.12,ADPRM
ENSG00000170231.16,FABP6
ENSG00000170234.13,PWWP2A
ENSG00000170236.16,USP50
ENSG00000170242.19,USP47
ENSG00000170248.15,PDCD6IP
ENSG00000170255.7,MRGPRX1
ENSG00000170260.9,ZNF212
ENSG00000170262.13,MRAP
ENSG00000170264.13,FAM161A
ENSG00000170265.12,ZNF282
ENSG00000170266.16,GLB1
ENSG00000170270.5,GON7
ENSG00000170271.11,FAXDC2
ENSG00000170275.15,CRTAP
ENSG00000170276.6,HSPB2
ENSG00000170279.3,C7orf33
ENSG00000170289.12,CNGB3
ENSG00000170290.4,SLN
ENSG00000170291.15,ELP5
ENSG00000170293.9,CMTM8
ENSG00000170296.10,GABARAP
ENSG00000170298.15,LGALS9B
ENSG00000170310.15,STX8
ENSG00000170312.16,CDK1
ENSG00000170315.14,UBB
ENSG00000170322.14,NFRKB
ENSG00000170323.9,FABP4
ENSG00000170324.21,FRMPD2
ENSG00000170325.15,PRDM10
ENSG00000170340.11,B3GNT2
ENSG00000170345.10,FOS
ENSG00000170348.9,TMED10
ENSG00000170364.12,SETMAR
ENSG00000170365.10,SMAD1
ENSG00000170367.5,CST5
ENSG00000170369.4,CST2
ENSG00000170370.12,EMX2
ENSG00000170373.8,CST1
ENSG00000170374.6,SP7
ENSG00000170379.20,TCAF2
ENSG00000170381.14,SEMA3E
ENSG00000170382.12,LRRN2
ENSG00000170385.10,SLC30A1
ENSG00000170390.16,DCLK2
ENSG00000170396.9,ZNF804A
ENSG00000170412.18,GPRC5C
ENSG00000170417.16,TMEM182
ENSG00000170419.11,VSTM2A
ENSG00000170421.12,KRT8
ENSG00000170423.13,KRT78
ENSG00000170425.3,ADORA2B
ENSG00000170426.2,SDR9C7
ENSG00000170430.10,MGMT
ENSG00000170439.7,METTL7B
ENSG00000170442.12,KRT86
ENSG00000170445.16,HARS1
ENSG00000170448.12,NFXL1
ENSG00000170454.6,KRT75
ENSG00000170456.16,DENND5B
ENSG00000170458.14,CD14
ENSG00000170464.10,DNAJC18
ENSG00000170465.10,KRT6C
ENSG00000170468.8,RIOX1
ENSG00000170469.11,SPATA24
ENSG00000170471.15,RALGAPB
ENSG00000170473.17,PYM1
ENSG00000170476.16,MZB1
ENSG00000170477.13,KRT4
ENSG00000170482.17,SLC23A1
ENSG00000170484.10,KRT74
ENSG00000170485.17,NPAS2
ENSG00000170486.11,KRT72
ENSG00000170498.9,KISS1
ENSG00000170500.13,LONRF2
ENSG00000170502.13,NUDT9
ENSG00000170509.12,HSD17B13
ENSG00000170515.14,PA2G4
ENSG00000170516.17,COX7B2
ENSG00000170522.10,ELOVL6
ENSG00000170523.3,KRT83
ENSG00000170525.21,PFKFB3
ENSG00000170537.13,TMC7
ENSG00000170540.15,ARL6IP1
ENSG00000170542.6,SERPINB9
ENSG00000170545.17,SMAGP
ENSG00000170549.4,IRX1
ENSG00000170558.10,CDH2
ENSG00000170561.13,IRX2
ENSG00000170571.12,EMB
ENSG00000170577.8,SIX2
ENSG00000170579.17,DLGAP1
ENSG00000170581.14,STAT2
ENSG00000170584.11,NUDCD2
ENSG00000170604.5,IRF2BP1
ENSG00000170605.6,OR9K2
ENSG00000170606.15,HSPA4
ENSG00000170608.3,FOXA3
ENSG00000170613.4,FAM71B
ENSG00000170615.15,SLC26A5
ENSG00000170619.10,COMMD5
ENSG00000170624.13,SGCD
ENSG00000170627.11,GTSF1
ENSG00000170631.15,ZNF16
ENSG00000170632.14,ARMC10
ENSG00000170633.16,RNF34
ENSG00000170634.13,ACYP2
ENSG00000170638.10,TRABD
ENSG00000170653.19,ATF7
ENSG00000170667.15,RASA4B
ENSG00000170677.6,SOCS6
ENSG00000170681.7,CAVIN4
ENSG00000170683.6,OR10A3
ENSG00000170684.9,ZNF296
ENSG00000170689.10,HOXB9
ENSG00000170703.15,TTLL6
ENSG00000170734.12,POLH
ENSG00000170743.17,SYT9
ENSG00000170745.12,KCNS3
ENSG00000170748.7,RBMXL2
ENSG00000170759.11,KIF5B
ENSG00000170775.3,GPR37
ENSG00000170776.22,AKAP13
ENSG00000170777.10,TPD52L3
ENSG00000170779.11,CDCA4
ENSG00000170782.3,OR10A4
ENSG00000170786.12,SDR16C5
ENSG00000170788.14,DYDC1
ENSG00000170790.5,OR10A2
ENSG00000170791.18,CHCHD7
ENSG00000170801.10,HTRA3
ENSG00000170802.16,FOXN2
ENSG00000170807.12,LMOD2
ENSG00000170819.5,BFSP2
ENSG00000170820.12,FSHR
ENSG00000170832.13,USP32
ENSG00000170835.16,CEL
ENSG00000170836.12,PPM1D
ENSG00000170837.3,GPR27
ENSG00000170846.17,AC093323.1
ENSG00000170848.16,PSG6
ENSG00000170852.11,KBTBD2
ENSG00000170854.18,RIOX2
ENSG00000170855.4,TRIAP1
ENSG00000170860.4,LSM3
ENSG00000170871.12,KIAA0232
ENSG00000170873.19,MTSS1
ENSG00000170876.8,TMEM43
ENSG00000170881.5,RNF139
ENSG00000170889.14,RPS9
ENSG00000170890.14,PLA2G1B
ENSG00000170891.11,CYTL1
ENSG00000170892.12,TSEN34
ENSG00000170893.4,TRH
ENSG00000170899.11,GSTA4
ENSG00000170903.11,MSANTD4
ENSG00000170906.16,NDUFA3
ENSG00000170909.13,OSCAR
ENSG00000170915.9,PAQR8
ENSG00000170917.14,NUDT6
ENSG00000170920.2,OR7G3
ENSG00000170921.15,TANC2
ENSG00000170923.3,OR7G2
ENSG00000170925.3,TEX13B
ENSG00000170927.15,PKHD1
ENSG00000170929.6,OR1M1
ENSG00000170935.8,NCBP2L
ENSG00000170946.15,DNAJC24
ENSG00000170948.3,MBD3L1
ENSG00000170949.17,ZNF160
ENSG00000170950.6,PGK2
ENSG00000170953.3,OR8B12
ENSG00000170954.11,ZNF415
ENSG00000170955.10,CAVIN3
ENSG00000170956.17,CEACAM3
ENSG00000170959.14,DCDC1
ENSG00000170961.7,HAS2
ENSG00000170962.13,PDGFD
ENSG00000170965.10,PLAC1
ENSG00000170967.5,DDI1
ENSG00000170989.10,S1PR1
ENSG00000171004.18,HS6ST2
ENSG00000171014.2,OR4D5
ENSG00000171016.13,PYGO1
ENSG00000171017.11,LRRC8E
ENSG00000171033.13,PKIA
ENSG00000171044.11,XKR6
ENSG00000171045.16,TSNARE1
ENSG00000171049.9,FPR2
ENSG00000171051.9,FPR1
ENSG00000171053.10,PATE1
ENSG00000171054.8,OR13H1
ENSG00000171055.15,FEZ2
ENSG00000171056.8,SOX7
ENSG00000171060.11,C8orf74
ENSG00000171067.11,C11orf24
ENSG00000171094.18,ALK
ENSG00000171097.14,KYAT1
ENSG00000171100.15,MTM1
ENSG00000171102.14,OBP2B
ENSG00000171103.11,TRMT61B
ENSG00000171105.14,INSR
ENSG00000171109.19,MFN1
ENSG00000171115.4,GIMAP8
ENSG00000171116.7,HSFX1
ENSG00000171119.2,NRTN
ENSG00000171121.16,KCNMB3
ENSG00000171124.13,FUT3
ENSG00000171126.8,KCNG3
ENSG00000171130.18,ATP6V0E2
ENSG00000171132.14,PRKCE
ENSG00000171133.3,OR2K2
ENSG00000171135.15,JAGN1
ENSG00000171136.7,RLN3
ENSG00000171148.13,TADA3
ENSG00000171150.9,SOCS5
ENSG00000171155.8,C1GALT1C1
ENSG00000171159.5,C9orf16
ENSG00000171160.18,MORN4
ENSG00000171161.13,ZNF672
ENSG00000171163.16,ZNF692
ENSG00000171169.9,NAIF1
ENSG00000171174.15,RBKS
ENSG00000171180.3,OR2M4
ENSG00000171189.17,GRIK1
ENSG00000171195.11,MUC7
ENSG00000171199.11,OPRPN
ENSG00000171201.12,SMR3B
ENSG00000171202.7,TMEM126A
ENSG00000171204.13,TMEM126B
ENSG00000171206.15,TRIM8
ENSG00000171208.10,NETO2
ENSG00000171209.3,CSN3
ENSG00000171217.5,CLDN20
ENSG00000171219.9,CDC42BPG
ENSG00000171222.10,SCAND1
ENSG00000171223.6,JUNB
ENSG00000171224.9,FAM241B
ENSG00000171227.7,TMEM37
ENSG00000171234.14,UGT2B7
ENSG00000171236.10,LRG1
ENSG00000171241.9,SHCBP1
ENSG00000171243.8,SOSTDC1
ENSG00000171246.6,NPTX1
ENSG00000171262.11,FAM98B
ENSG00000171291.8,ZNF439
ENSG00000171295.13,ZNF440
ENSG00000171298.13,GAA
ENSG00000171302.17,CANT1
ENSG00000171303.7,KCNK3
ENSG00000171307.19,ZDHHC16
ENSG00000171310.11,CHST11
ENSG00000171311.13,EXOSC1
ENSG00000171314.9,PGAM1
ENSG00000171316.12,CHD7
ENSG00000171320.15,ESCO2
ENSG00000171345.13,KRT19
ENSG00000171346.16,KRT15
ENSG00000171357.6,LURAP1
ENSG00000171360.4,KRT38
ENSG00000171365.17,CLCN5
ENSG00000171368.12,TPPP
ENSG00000171385.10,KCND3
ENSG00000171388.12,APLN
ENSG00000171396.12,KRTAP4-4
ENSG00000171401.15,KRT13
ENSG00000171402.15,XAGE3
ENSG00000171403.10,KRT9
ENSG00000171405.12,XAGE5
ENSG00000171408.14,PDE7B
ENSG00000171421.13,MRPL36
ENSG00000171425.10,ZNF581
ENSG00000171428.15,NAT1
ENSG00000171431.4,KRT20
ENSG00000171433.12,GLOD5
ENSG00000171435.14,KSR2
ENSG00000171443.7,ZNF524
ENSG00000171444.18,MCC
ENSG00000171446.7,KRT27
ENSG00000171448.9,ZBTB26
ENSG00000171450.6,CDK5R2
ENSG00000171451.14,DSEL
ENSG00000171453.20,POLR1C
ENSG00000171456.20,ASXL1
ENSG00000171459.4,OR1L6
ENSG00000171462.15,DLK2
ENSG00000171466.10,ZNF562
ENSG00000171467.16,ZNF318
ENSG00000171469.11,ZNF561
ENSG00000171475.14,WIPF2
ENSG00000171476.22,HOPX
ENSG00000171478.7,SPACA5B
ENSG00000171481.4,OR1L3
ENSG00000171487.15,NLRP5
ENSG00000171488.15,LRRC8C
ENSG00000171489.10,SPACA5
ENSG00000171490.13,RSL1D1
ENSG00000171492.14,LRRC8D
ENSG00000171495.17,MROH2B
ENSG00000171496.4,OR1L8
ENSG00000171497.5,PPID
ENSG00000171501.10,OR1N2
ENSG00000171502.15,COL24A1
ENSG00000171503.12,ETFDH
ENSG00000171505.5,OR1N1
ENSG00000171509.16,RXFP1
